,Unnamed: 0,aimAction,aimPlayerGridList,avoidCommitPoint,conditionName,crossPoint,decisionSteps,goal,name,noiseNumber,noisePoint,obstacles,playerGrid,reactionTime,target1,target2,targetDiff,trajectory,participantsType,trajLength,goalPosteriorList
192,192,"[(0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[(2, 1), (2, 2), (3, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3)]","(2, 1)",expCondition1,"(3, 3)",0,"[0, 0, 0, 1, 1, 1, 1, 1, 1]",noise0.0667_softmaxBeta2.5_6,2,"[2, 3]","[(1, 1), (1, 3), (3, 1), (1, 1), (11, 12), (10, 10), (6, 13), (10, 9), (12, 8), (8, 7), (11, 4), (8, 4), (8, 6), (11, 2), (9, 9), (10, 6), (12, 0), (10, 5)]","(2, 0)","[1, 1, 1, 1, 1, 2, 2, 2, 2]","(10, 3)","(3, 10)",0,"[(2, 0), [2, 1], [3, 2], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3]]",RL Agent,10,"[0.5, 0.30735512146626853, 0.30735512147073435, 8.559139827012478e-05, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
201,201,"[(-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]","[(13, 14), (13, 13), (13, 12), (13, 11), (12, 11), (11, 11), (10, 11), (9, 11), (9, 10), (8, 10), (8, 11), (8, 10), (7, 10), (6, 10), (5, 10), (4, 10), (3, 10), (3, 9)]","(11, 11)",expCondition2,"(9, 9)",4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0]",noise0.0667_softmaxBeta2.5_6,1,[10],"[(12, 12), (12, 14), (12, 10), (14, 12), (10, 12), (12, 9), (9, 12), (1, 4), (3, 2), (11, 2), (3, 8), (2, 5), (2, 8), (6, 3), (4, 1), (5, 4), (1, 9), (2, 6)]","(14, 14)","[0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3]","(3, 9)","(9, 3)",0,"[(14, 14), [13, 14], [13, 13], [13, 12], [13, 11], [12, 11], [11, 11], [10, 11], [9, 11], [9, 10], [9, 11], [8, 11], [8, 10], [7, 10], [6, 10], [5, 10], [4, 10], [3, 10], [3, 9]]",RL Agent,19,"[0.5, 0.5037351899401165, 0.5037351898903212, 0.26869665702491347, 0.2686966470344494, 0.3354424394665954, 0.3354424394093231, 0.566827336715048, 0.9995001029396774, 0.9984750523333257, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
202,202,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0)]","[(11, 0), (10, 0), (9, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4), (7, 4), (6, 4), (5, 4)]","(12, 1)",expCondition2,"(10, 4)",0,"[0, 0, 2, 2, 0, 0, 0, 0, 2, 2, 2]",noise0.0667_softmaxBeta2.5_6,0,[],"[(13, 1), (11, 1), (13, 3), (10, 1), (13, 4), (2, 5), (9, 9), (1, 0), (14, 0), (6, 12), (14, 11), (10, 13), (9, 10), (2, 1), (13, 9), (11, 13), (2, 2), (8, 13)]","(12, 0)","[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","(10, 9)","(5, 4)",0,"[(12, 0), [11, 0], [10, 0], [9, 0], [8, 0], [8, 1], [8, 2], [8, 3], [8, 4], [7, 4], [6, 4], [5, 4]]",RL Agent,12,"[0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
210,210,"[(0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0)]","[(14, 1), (13, 1), (13, 2), (13, 3), (13, 4), (13, 5), (13, 6), (13, 7), (13, 8), (13, 9), (12, 9), (11, 9), (11, 10), (10, 10), (11, 10), (10, 10), (9, 10)]","(11, 3)",expCondition2,"(9, 5)",4,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0]",noise0.0667_softmaxBeta2.5_6,1,[14],"[(12, 2), (14, 2), (10, 2), (12, 0), (12, 4), (9, 2), (12, 5), (8, 13), (1, 5), (5, 8), (13, 12), (2, 8), (12, 11), (14, 12), (9, 11), (2, 2), (8, 9), (8, 10)]","(14, 0)","[0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3]","(9, 10)","(4, 5)",0,"[(14, 0), [14, 1], [13, 1], [13, 2], [13, 3], [13, 4], [13, 5], [13, 6], [13, 7], [13, 8], [13, 9], [12, 9], [11, 9], [11, 10], [11, 9], [11, 10], [10, 10], [9, 10]]",RL Agent,18,"[0.5, 0.5042078132712661, 0.5042077965086099, 0.7615672239244817, 0.7615672250103899, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
225,225,"[(-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]","[(13, 14), (12, 14), (11, 14), (11, 13), (10, 14), (9, 14), (8, 14), (8, 13), (8, 12), (8, 11), (8, 10), (7, 10), (6, 10)]","(12, 12)",expCondition2,"(10, 10)",2,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1]",noise0.0667_softmaxBeta2.5_6,1,[6],"[(13, 13), (13, 11), (11, 13), (13, 10), (10, 13), (8, 4), (10, 2), (3, 3), (3, 12), (5, 8), (2, 13), (1, 10), (7, 9), (1, 7), (13, 1), (3, 8), (7, 4), (6, 3)]","(14, 14)","[1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3]","(6, 10)","(10, 6)",0,"[(14, 14), [13, 14], [12, 14], [11, 14], [11, 14], [10, 14], [9, 14], [8, 14], [8, 13], [8, 12], [8, 11], [8, 10], [7, 10], [6, 10]]",RL Agent,14,"[0.5, 0.7417167434537978, 0.7417167436352362, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
228,228,"[(0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1)]","[(14, 3), (14, 4), (14, 5), (13, 5), (13, 5), (12, 5), (12, 6), (12, 5), (12, 6), (11, 6), (11, 7), (11, 8), (11, 9)]","(13, 2)",expCondition1,"(11, 3)",0,"[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1]",noise0.0667_softmaxBeta2.5_6,2,"[4, 7]","[(13, 1), (11, 1), (13, 3), (9, 13), (2, 7), (2, 10), (10, 8), (6, 8), (10, 7), (7, 13), (8, 0), (7, 8), (9, 12), (10, 5), (9, 11), (6, 12), (5, 11), (5, 9)]","(14, 2)","[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3]","(11, 9)","(5, 3)",0,"[(14, 2), [14, 3], [14, 4], [14, 5], [13, 4], [13, 5], [12, 5], [12, 4], [12, 5], [12, 6], [11, 6], [11, 7], [11, 8], [11, 9]]",RL Agent,14,"[0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
232,232,"[(0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]","[(0, 1), (-1, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 6), (0, 7), (1, 7), (2, 7), (3, 7), (3, 8), (3, 9)]","(2, 2)",expCondition1,"(3, 3)",2,"[0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 2, 2]",noise0.0667_softmaxBeta2.5_6,1,[8],"[(1, 1), (1, 3), (3, 1), (7, 4), (10, 8), (11, 7), (9, 7), (12, 6), (3, 10), (5, 12), (11, 1), (4, 4), (9, 11), (2, 13), (6, 11), (8, 7), (13, 4), (7, 12)]","(0, 0)","[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3]","(9, 3)","(3, 9)",0,"[(0, 0), [0, 1], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 5], [0, 6], [0, 7], [1, 7], [2, 7], [3, 7], [3, 8], [3, 9]]",RL Agent,16,"[0.5, 0.7770358917302379, 0.7488817023731857, 0.748881702598518, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
244,244,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]","[(13, 0), (12, 0), (11, 0), (10, 0), (10, 1), (9, 0), (8, 1), (7, 1), (7, 2), (7, 3)]","(12, 2)",expCondition1,"(11, 3)",2,"[0, 0, 0, 2, 0, 2, 2, 2, 0, 0]",noise0.0667_softmaxBeta2.5_6,2,"[5, 6]","[(13, 1), (11, 1), (13, 3), (14, 8), (6, 10), (3, 6), (10, 5), (1, 7), (2, 13), (13, 13), (6, 8), (7, 6), (2, 8), (5, 1), (12, 13), (12, 9), (7, 13), (12, 11)]","(14, 0)","[1, 1, 1, 1, 2, 2, 2, 2, 2, 3]","(11, 7)","(7, 3)",0,"[(14, 0), [13, 0], [12, 0], [11, 0], [10, 0], [10, 0], [9, 1], [8, 1], [7, 1], [7, 2], [7, 3]]",RL Agent,11,"[0.5, 0.8128235061352097, 0.812823506136358, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
247,247,"[(0, -1), (1, 0), (-1, 0), (1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1)]","[(14, 12), (15, 12), (13, 12), (15, 11), (13, 11), (14, 10), (14, 9), (13, 9), (13, 8), (12, 8), (11, 8), (11, 7), (10, 7), (10, 6), (10, 5), (10, 4)]","(13, 12)",expCondition2,"(10, 10)",1,"[0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 2, 0, 2, 2, 2]",noise0.0667_softmaxBeta2.5_6,1,[3],"[(13, 13), (13, 11), (11, 13), (13, 10), (10, 13), (10, 1), (1, 7), (2, 13), (8, 1), (2, 9), (3, 2), (5, 3), (7, 5), (2, 14), (13, 1), (6, 5), (3, 14), (1, 3)]","(14, 13)","[1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4]","(4, 10)","(10, 4)",0,"[(14, 13), [14, 12], [14, 12], [14, 11], [14, 11], [14, 11], [14, 10], [14, 9], [13, 9], [13, 8], [12, 8], [11, 8], [11, 7], [10, 7], [10, 6], [10, 5], [10, 4]]",RL Agent,17,"[0.5, 0.5000000115224081, 0.45539599966868527, 0.441602117077845, 0.020418257716869816, 0.0005490730016409166, 0.0013500380602151528, 0.0013500381507889439, 0.0007539424192531482, 0.9999999999999997, 0.9999999999999996, 0.9999999999999992, 1.0, 1.0, 1.0, 1.0, 1.0]"
249,249,"[(0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0)]","[(14, 1), (13, 1), (12, 1), (12, 2), (12, 3), (12, 4), (12, 5), (12, 6), (12, 7), (11, 7), (10, 7), (9, 7), (8, 7), (10, 8), (10, 9), (9, 9), (9, 10), (9, 11), (8, 11)]","(10, 4)",expCondition2,"(8, 6)",6,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",noise0.0667_softmaxBeta2.5_6,1,[13],"[(11, 3), (14, 4), (13, 3), (9, 3), (11, 5), (11, 1), (10, 0), (8, 3), (11, 6), (4, 13), (11, 12), (6, 8), (6, 12), (14, 13), (4, 7), (1, 3), (5, 9), (14, 12)]","(14, 0)","[0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]","(8, 11)","(3, 6)",0,"[(14, 0), [14, 1], [13, 1], [12, 1], [12, 2], [12, 3], [12, 4], [12, 5], [12, 6], [12, 7], [11, 7], [10, 7], [9, 7], [10, 7], [10, 8], [10, 9], [9, 9], [9, 10], [9, 11], [8, 11]]",RL Agent,20,"[0.5, 0.5000612969182511, 0.4993229898481746, 0.4966501206251486, 0.49665012055151453, 0.7580026694033256, 0.7580026708960006, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
252,252,"[(-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0)]","[(13, 0), (13, 1), (13, 2), (13, 3), (13, 4), (13, 5), (13, 6), (13, 7), (13, 8), (12, 8), (11, 8), (11, 9), (11, 10), (10, 10), (9, 10)]","(11, 3)",expCondition2,"(9, 5)",4,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0]",noise0.0667_softmaxBeta2.5_6,0,[],"[(12, 2), (14, 2), (10, 2), (12, 0), (12, 4), (9, 2), (12, 5), (4, 13), (5, 11), (1, 13), (3, 10), (3, 0), (8, 6), (3, 13), (10, 12), (14, 11), (4, 6), (2, 11)]","(14, 0)","[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3]","(9, 10)","(4, 5)",0,"[(14, 0), [13, 0], [13, 1], [13, 2], [13, 3], [13, 4], [13, 5], [13, 6], [13, 7], [13, 8], [12, 8], [11, 8], [11, 9], [11, 10], [10, 10], [9, 10]]",RL Agent,16,"[0.5, 0.4957788384546757, 0.49577883790596444, 0.756102460939413, 0.75610246243352, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
255,255,"[(-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[(13, 12), (12, 12), (12, 11), (12, 10), (12, 9), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (5, 11)]","(13, 12)",expCondition1,"(11, 11)",0,"[0, 0, 0, 2, 2, 1, 1, 1, 1, 1, 1]",noise0.0667_softmaxBeta2.5_6,1,[5],"[(13, 13), (13, 11), (11, 13), (1, 4), (13, 1), (5, 8), (10, 2), (7, 1), (1, 2), (10, 13), (8, 9), (6, 4), (2, 12), (4, 4), (11, 4), (8, 7), (3, 11), (14, 1)]","(14, 12)","[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3]","(5, 11)","(11, 5)",0,"[(14, 12), [13, 12], [12, 12], [12, 11], [12, 10], [11, 11], [10, 11], [9, 11], [8, 11], [7, 11], [6, 11], [5, 11]]",RL Agent,12,"[0.5, 0.6651433076872555, 0.6651433076867687, 0.0010172338707828276, 1.0076110794433397e-28, 2.3717840102395566e-53, 1.165972774122796e-24, 0.999892263919696, 1.0, 1.0, 1.0, 1.0]"
258,258,"[(1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0)]","[(1, 14), (1, 13), (1, 12), (1, 11), (2, 12), (2, 11), (2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (6, 9), (7, 9), (8, 9), (8, 9), (9, 9), (7, 9), (8, 9), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8)]","(4, 10)",expCondition2,"(6, 8)",6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 2, 0, 2, 2, 2, 2]",noise0.0667_softmaxBeta2.5_6,2,"[14, 16]","[(3, 11), (0, 10), (1, 11), (5, 11), (3, 9), (3, 13), (4, 14), (6, 11), (3, 8), (10, 6), (13, 1), (13, 3), (13, 11), (12, 6), (10, 5), (2, 1), (9, 5), (12, 3)]","(0, 14)","[0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4]","(6, 2)","(12, 8)",0,"[(0, 14), [1, 14], [1, 13], [1, 12], [1, 12], [2, 12], [2, 11], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [6, 9], [7, 9], [8, 10], [8, 9], [7, 10], [7, 9], [8, 9], [8, 8], [9, 8], [10, 8], [11, 8], [12, 8]]",RL Agent,24,"[0.5, 0.5000542464057894, 0.49933951388914444, 0.49697277747633034, 0.4972733395283123, 0.4972733377794312, 0.2623741831444279, 0.26237417343570035, 0.3288256185741111, 0.32882561852095266, 0.5558047116382278, 0.9994694848276958, 0.9984404991992022, 1.0, 1.0, 1.0, 1.0]"
260,260,"[(0, -1), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1)]","[(0, -1), (0, 1), (1, 1), (1, 2), (2, 2), (3, 2), (4, 2), (4, 3), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (9, 3), (9, 4), (9, 5)]","(4, 4)",expCondition1,"(5, 5)",6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",noise0.0667_softmaxBeta2.5_6,1,[8],"[(3, 3), (4, 0), (3, 1), (3, 5), (5, 3), (1, 3), (0, 4), (12, 3), (6, 12), (10, 4), (4, 11), (9, 6), (10, 9), (9, 7), (9, 13), (10, 1), (11, 7), (2, 13)]","(0, 0)","[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3]","(9, 5)","(5, 9)",0,"[(0, 0), [0, 0], [0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [9, 3], [9, 4], [9, 5]]",RL Agent,17,"[0.5, 0.5037582193631213, 0.5036460173271969, 0.5045220926217979, 0.49958115890035715, 0.49958115887821236, 0.894968182242952, 0.8949681822436548, 0.7470089516899284, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
261,261,"[(1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[(2, 0), (3, 0), (4, 0), (4, 1), (4, 2), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3)]","(2, 1)",expCondition1,"(3, 3)",1,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1]",noise0.0667_softmaxBeta2.5_6,0,[],"[(1, 1), (1, 3), (3, 1), (2, 12), (6, 5), (12, 13), (0, 8), (6, 10), (12, 12), (9, 6), (1, 12), (7, 6), (13, 2), (6, 8), (10, 3), (10, 4), (8, 11), (0, 0)]","(1, 0)","[0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2]","(9, 3)","(3, 9)",0,"[(1, 0), [2, 0], [3, 0], [4, 0], [4, 1], [4, 2], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3]]",RL Agent,12,"[0.5, 0.5000000004073617, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
262,262,"[(0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[(14, 12), (14, 11), (14, 10), (12, 12), (11, 12), (10, 12), (9, 12), (8, 12), (8, 11), (8, 11), (7, 11), (6, 11), (5, 11), (4, 11)]","(13, 12)",expCondition1,"(11, 11)",1,"[0, 0, 2, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]",noise0.0667_softmaxBeta2.5_6,2,"[3, 9]","[(13, 13), (13, 11), (11, 13), (4, 8), (1, 9), (3, 4), (12, 1), (10, 9), (12, 14), (3, 5), (3, 6), (11, 2), (1, 10), (9, 1), (4, 10), (14, 2), (12, 3), (2, 12)]","(14, 13)","[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3]","(4, 11)","(11, 4)",0,"[(14, 13), [14, 12], [14, 11], [13, 12], [12, 12], [11, 12], [10, 12], [9, 12], [8, 12], [9, 11], [8, 11], [7, 11], [6, 11], [5, 11], [4, 11]]",RL Agent,15,"[0.5, 0.4999999972096416, 7.966503824919278e-18, 4.645339460258025e-18, 4.645339460122925e-18, 2.6254201270109643e-14, 0.9999999999070698, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
263,263,"[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0)]","[(1, 12), (2, 12), (3, 12), (4, 12), (5, 12), (6, 12), (6, 11), (7, 11), (7, 10), (8, 10), (9, 10), (8, 10), (9, 10), (10, 10), (11, 10)]","(1, 12)",expCondition2,"(4, 10)",0,"[0, 0, 0, 0, 2, 2, 0, 2, 0, 2, 2, 0, 2, 2, 2]",noise0.0667_softmaxBeta2.5_6,1,[11],"[(1, 13), (3, 13), (1, 11), (4, 13), (1, 10), (1, 2), (5, 14), (8, 13), (3, 13), (9, 4), (12, 10), (10, 1), (4, 1), (13, 11), (7, 6), (6, 6), (13, 7), (8, 8)]","(0, 12)","[0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3]","(4, 3)","(11, 10)",0,"[(0, 12), [1, 12], [2, 12], [3, 12], [4, 12], [5, 12], [6, 12], [6, 11], [7, 11], [7, 10], [8, 10], [8, 11], [8, 10], [9, 10], [10, 10], [11, 10]]",RL Agent,16,"[0.5, 0.5201740209132314, 0.5201740203148528, 0.7372200751192022, 0.9997175652953826, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
265,265,"[(0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[(14, 1), (13, 1), (13, 2), (13, 3), (12, 3), (11, 3), (10, 3), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4)]","(11, 3)",expCondition1,"(10, 4)",4,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 2, 2, 2, 2]",noise0.0667_softmaxBeta2.5_6,1,[12],"[(12, 2), (14, 2), (10, 2), (12, 0), (12, 4), (4, 13), (8, 10), (9, 13), (7, 7), (9, 12), (9, 6), (7, 6), (3, 8), (3, 5), (6, 6), (9, 5), (10, 13), (8, 5)]","(14, 0)","[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4]","(10, 10)","(4, 4)",0,"[(14, 0), [14, 1], [13, 1], [13, 2], [13, 3], [12, 3], [11, 3], [10, 3], [10, 4], [9, 4], [8, 4], [7, 4], [8, 3], [8, 4], [7, 4], [6, 4], [5, 4], [4, 4]]",RL Agent,18,"[0.5, 0.49287055035969257, 0.49287054998130103, 0.12264056916995172, 0.12264056900600483, 0.3059853540683206, 0.3059853540679129, 0.9998437137648324, 0.32868541984549104, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
268,268,"[(0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]","[(0, 12), (0, 11), (0, 10), (0, 10), (1, 10), (0, 9), (0, 8), (1, 8), (2, 8), (2, 7), (2, 6), (3, 6), (3, 5), (4, 5)]","(1, 12)",expCondition2,"(4, 10)",1,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0]",noise0.0667_softmaxBeta2.5_6,2,"[3, 5]","[(1, 13), (3, 13), (1, 11), (4, 13), (1, 10), (3, 4), (10, 6), (5, 9), (6, 1), (11, 12), (11, 6), (11, 2), (13, 7), (1, 1), (13, 5), (7, 2), (11, 1), (9, 4)]","(0, 13)","[0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3]","(4, 5)","(9, 10)",0,"[(0, 13), [0, 12], [0, 11], [0, 11], [0, 10], [0, 10], [0, 9], [0, 8], [1, 8], [2, 8], [2, 7], [2, 6], [3, 6], [3, 5], [4, 5]]",RL Agent,15,"[0.5, 0.5000000018720875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
275,275,"[(-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]","[(13, 0), (13, 1), (12, 0), (12, 1), (12, 2), (11, 2), (10, 2), (12, 2), (12, 3), (12, 4), (11, 5), (11, 6), (11, 7), (11, 8), (11, 9), (10, 9)]","(12, 2)",expCondition2,"(10, 4)",2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",noise0.0667_softmaxBeta2.5_6,2,"[7, 10]","[(13, 1), (11, 1), (13, 3), (10, 1), (13, 4), (7, 5), (4, 4), (8, 10), (3, 13), (1, 3), (6, 13), (11, 13), (3, 11), (5, 5), (4, 13), (6, 10), (7, 12), (13, 10)]","(14, 0)","[0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3]","(10, 9)","(5, 4)",0,"[(14, 0), [13, 0], [13, 0], [12, 0], [12, 1], [12, 2], [11, 2], [12, 1], [12, 2], [12, 3], [11, 4], [11, 5], [11, 6], [11, 7], [11, 8], [11, 9], [10, 9]]",RL Agent,17,"[0.5, 0.2817626033583611, 0.29832526053868175, 0.29832525942388016, 0.30613894072067543, 0.3061389407202426, 0.1501741401664623, 0.00011242846328833425, 0.00011242846328810519, 0.00029280699684089726, 0.5430940198736789, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
